frame,clipTime,clipDuration,elapsedTime,jfaMs,unifiedMs,selectedCameras
201,3.08471,4.08333,3.08471,6.90003,2.00432,131
202,3.09819,4.08333,3.09819,5.68458,2.00512,130
203,3.11064,4.08333,3.11064,6.35213,2.0009,130
204,3.12402,4.08333,3.12402,6.08595,2.00925,130
205,3.13627,4.08333,3.13627,5.69856,2.15066,130
206,3.1509,4.08333,3.1509,6.09984,2.00611,130
207,3.16324,4.08333,3.16324,6.36243,2.00541,130
208,3.17566,4.08333,3.17566,5.68045,2.00307,130
209,3.18852,4.08333,3.18852,6.10525,2.01677,131
210,3.2013,4.08333,3.2013,6.08579,2.00816,131
211,3.21351,4.08333,3.21351,6.06931,2.00861,131
212,3.22615,4.08333,3.22615,5.96608,2.00483,131
213,3.23899,4.08333,3.23899,6.07299,2.00678,131
214,3.2516,4.08333,3.2516,6.10874,2.00499,130
215,3.26383,4.08333,3.26383,6.07392,2.00112,131
216,3.27615,4.08333,3.27615,5.71466,2.00499,131
217,3.28895,4.08333,3.28895,6.1033,2.00234,131
218,3.30122,4.08333,3.30122,6.11744,2.00624,131
219,3.31381,4.08333,3.31381,7.32435,2.40883,131
220,3.32948,4.08333,3.32948,7.71402,1.99984,131
221,3.34329,4.08333,3.34329,6.12032,2.00211,131
222,3.35562,4.08333,3.35562,6.1496,2.00976,130
223,3.3686,4.08333,3.3686,6.35984,2.00739,130
224,3.38131,4.08333,3.38131,5.67587,2.01165,130
225,3.39376,4.08333,3.39376,6.08822,2.00451,133
226,3.40588,4.08333,3.40588,6.06301,2.00909,128
227,3.41805,4.08333,3.41805,6.07446,2.00669,126
228,3.43088,4.08333,3.43088,5.64746,2.00704,121
229,3.44341,4.08333,3.44341,6.0729,2.00656,121
230,3.45568,4.08333,3.45568,6.06723,2.00909,126
231,3.46817,4.08333,3.46817,6.07504,2.00643,133
232,3.48084,4.08333,3.48084,5.65376,2.00701,130
233,3.49381,4.08333,3.49381,6.95978,2.27219,127
234,3.50879,4.08333,3.50879,6.45987,2.00346,123
235,3.5237,4.08333,3.5237,6.33994,2.50826,118
236,3.5371,4.08333,3.5371,8.388,3.46032,116
237,3.55627,4.08333,3.55627,6.95795,2.00506,115
238,3.57233,4.08333,3.57233,7.47456,2.58925,117
239,3.58761,4.08333,3.58761,6.1457,2.56477,118
240,3.60189,4.08333,3.60189,6.65469,2.10934,120
241,3.61541,4.08333,3.61541,6.16656,2.01005,120
242,3.62894,4.08333,3.62894,6.17834,2.85933,121
243,3.64243,4.08333,3.64243,6.16842,2.0009,121
244,3.65652,4.08333,3.65652,6.48202,2.00678,121
245,3.67029,4.08333,3.67029,6.17091,2.00499,121
246,3.68477,4.08333,3.68477,6.17158,2.3417,121
247,3.69872,4.08333,3.69872,6.21117,2.01523,119
248,3.71372,4.08333,3.71372,6.16835,2.00301,120
249,3.7277,4.08333,3.7277,6.16995,2.53766,120
250,3.74189,4.08333,3.74189,6.18848,2.01078,120
251,3.75664,4.08333,3.75664,6.17216,2.01318,119
252,3.77176,4.08333,3.77176,6.17184,2.01053,120
253,3.7854,4.08333,3.7854,6.12541,2.01299,120
254,3.7995,4.08333,3.7995,6.07869,2.3479,121
255,3.81448,4.08333,3.81448,6.04221,2.01203,121
256,3.82836,4.08333,3.82836,6.10413,2.0057,121
257,3.842,4.08333,3.842,6.06227,2.01376,121
258,3.85447,4.08333,3.85447,6.05933,2.01085,121
259,3.86775,4.08333,3.86775,6.09101,2.00528,118
260,3.88076,4.08333,3.88076,6.12554,2.01402,119
261,3.89404,4.08333,3.89404,6.07078,2.00867,119
262,3.90717,4.08333,3.90717,5.94922,2.00691,120
263,3.92129,4.08333,3.92129,6.11632,2.23597,119
264,3.93386,4.08333,3.93386,6.1231,2.3321,120
265,3.94648,4.08333,3.94648,71.4147,2.00112,125
266,4.02603,4.08333,4.02603,11.3892,2.01472,131
267,4.04741,4.08333,4.04741,6.14486,2.00867,130
268,4.06019,4.08333,4.06019,5.67376,2.01232,131
269,4.07419,4.08333,4.07419,6.03424,2.01418,129
270,0.00389481,4.08333,4.08723,6.07507,2.00678,131
271,0.017014,4.08333,4.10035,6.29818,2.00643,130
272,0.0300922,4.08333,4.11343,6.08848,2.00922,130
273,0.0431018,4.08333,4.12644,6.04496,2.00499,132
274,0.0557432,4.08333,4.13908,6.61283,2.01245,130
275,0.068903,4.08333,4.15224,6.20458,2.42634,130
276,0.082562,4.08333,4.1659,6.65085,2.29331,131
277,0.0977445,4.08333,4.18108,31.3006,2.00685,131
278,0.221528,4.08333,4.30486,6.17466,2.02707,131
279,0.235499,4.08333,4.31883,6.86608,2.00294,131
280,0.249758,4.08333,4.33309,6.17952,2.05309,132
281,0.262471,4.08333,4.3458,6.16547,2.0152,132
282,0.275367,4.08333,4.3587,6.32134,2.00832,132
283,0.288873,4.08333,4.37221,6.62848,2.00627,133
284,0.301632,4.08333,4.38497,6.04138,2.00192,133
285,0.314096,4.08333,4.39743,6.07702,2.0017,133
286,0.326639,4.08333,4.40997,8.80166,2.32243,132
287,0.343246,4.08333,4.42658,6.1313,2.00554,131
288,0.35583,4.08333,4.43916,6.35635,2.00525,132
289,0.368582,4.08333,4.45192,5.92118,2.0017,132
290,0.381879,4.08333,4.46521,6.36285,2.00426,132
291,0.394351,4.08333,4.47768,6.08928,2.0057,133
292,0.406565,4.08333,4.4899,6.06275,2.00176,133
293,0.418891,4.08333,4.50222,5.68166,2.00064,135
294,0.431698,4.08333,4.51503,6.24022,2.00387,135
295,0.444255,4.08333,4.52759,6.67379,2.00294,129
296,0.457416,4.08333,4.54075,5.66022,2.00304,124
297,0.469759,4.08333,4.55309,6.08912,2.00352,129
298,0.482055,4.08333,4.56539,6.05709,2.00979,133
299,0.494438,4.08333,4.57777,6.08397,2.65354,133
300,0.507672,4.08333,4.59101,5.64627,2.00374,131
301,0.520431,4.08333,4.60376,6.07021,2.00973,131
302,0.532956,4.08333,4.61629,6.08662,2.00397,130
303,0.545124,4.08333,4.62846,6.06512,2.00496,129
304,0.557369,4.08333,4.6407,5.66627,2.00294,127
305,0.570309,4.08333,4.65364,6.25082,2.01398,130
306,0.582787,4.08333,4.66612,6.07008,2.01498,130
307,0.594966,4.08333,4.6783,6.08067,2.00563,129
308,0.607162,4.08333,4.6905,6.04102,2.0024,130
309,0.619868,4.08333,4.7032,6.35325,2.00298,130
310,0.632362,4.08333,4.7157,6.34486,2.74419,130
311,0.645527,4.08333,4.72886,5.65683,2.00682,131
312,0.658296,4.08333,4.74163,6.14595,2.00019,131
313,0.671196,4.08333,4.75453,6.40941,2.4809,130
314,0.684467,4.08333,4.7678,6.14432,2.00272,130
315,0.697247,4.08333,4.78058,6.08582,1.99885,128
316,0.709561,4.08333,4.79289,6.35194,3.07168,126
317,0.723297,4.08333,4.80663,6.07072,2.01853,127
318,0.736728,4.08333,4.82006,6.21325,2.43171,126
319,0.749901,4.08333,4.83323,6.66416,2.0097,128
320,0.764291,4.08333,4.84762,6.57059,2.80358,125
321,0.778482,4.08333,4.86182,6.29462,2.0128,124
322,0.791716,4.08333,4.87505,6.20653,2.02752,125
323,0.804201,4.08333,4.88753,6.17226,2.0217,126
324,0.816714,4.08333,4.90005,6.48506,2.01677,125
325,0.82998,4.08333,4.91331,6.55866,2.01728,126
326,0.843758,4.08333,4.92709,6.41338,2.02547,126
327,0.856396,4.08333,4.93973,5.72246,2.01424,125
328,0.869755,4.08333,4.95309,6.168,2.0079,125
329,0.882163,4.08333,4.9655,6.49046,2.00976,125
330,0.894807,4.08333,4.97814,6.13728,2.0104,124
331,0.907511,4.08333,4.99084,6.12771,2.01562,124
332,0.919914,4.08333,5.00325,6.39862,2.0128,125
333,0.932925,4.08333,5.01626,6.07798,2.00563,127
334,0.948133,4.08333,5.03147,8.64496,2.00867,128
335,0.966669,4.08333,5.05,7.03318,3.94301,128
336,0.98396,4.08333,5.06729,7.90906,2.78016,129
337,1.00011,4.08333,5.08345,6.00118,2.0009,130
338,1.01361,4.08333,5.09694,6.15514,2.01162,129
339,1.02608,4.08333,5.10941,6.0825,2.01402,131
340,1.03917,4.08333,5.1225,6.10371,2.00202,130
341,1.05177,4.08333,5.1351,6.38083,2.33786,129
342,1.06462,4.08333,5.14796,6.08842,2.00966,130
343,1.07894,4.08333,5.16227,6.58413,2.42275,129
344,1.0941,4.08333,5.17743,6.35693,2.00704,128
345,1.10807,4.08333,5.1914,6.10387,2.00704,131
346,1.12129,4.08333,5.20462,6.06634,2.00707,131
347,1.1348,4.08333,5.21813,6.80614,2.80061,132
348,1.14894,4.08333,5.23227,6.32694,1.99994,135
349,1.16338,4.08333,5.24671,7.16614,2.00154,135
350,1.17874,4.08333,5.26208,6.63354,2.00906,126
351,1.19312,4.08333,5.27645,6.82202,2.29584,126
352,1.20801,4.08333,5.29135,6.38147,2.34394,123
353,1.2215,4.08333,5.30484,6.29469,2.00493,123
354,1.23491,4.08333,5.31825,6.31834,2.70624,122
355,1.24867,4.08333,5.33201,5.66515,2.0009,122
356,1.26195,4.08333,5.34529,6.37402,2.42477,126
357,1.27532,4.08333,5.35865,5.6785,2.00397,123
358,1.28956,4.08333,5.37289,6.67162,2.00739,120
359,1.30335,4.08333,5.38668,6.35194,2.00595,118
360,1.31804,4.08333,5.40137,6.25526,2.52352,120
361,1.33152,4.08333,5.41485,6.47738,2.00768,121
362,1.34695,4.08333,5.43028,6.10979,2.34294,117
363,1.36047,4.08333,5.4438,6.33507,2.00602,120
364,1.37381,4.08333,5.45715,6.05872,2.00909,121
365,1.38639,4.08333,5.46973,6.48317,2.00394,117
366,1.40029,4.08333,5.48363,6.36128,2.00531,118
367,1.41282,4.08333,5.49615,6.0815,2.00829,114
368,1.42527,4.08333,5.50861,6.06944,2.00416,114
369,1.43926,4.08333,5.52259,6.0975,2.00784,114
370,1.45318,4.08333,5.53652,6.23165,2.00781,114
371,1.46631,4.08333,5.54964,6.23661,2.3673,115
372,1.48047,4.08333,5.56381,7.41754,2.00416,114
373,1.49471,4.08333,5.57804,7.03283,2.7441,116
374,1.50872,4.08333,5.59205,6.36611,2.0071,116
375,1.52182,4.08333,5.60515,6.59197,2.0073,116
376,1.53504,4.08333,5.61837,6.81405,2.42512,116
377,1.54896,4.08333,5.6323,6.13405,2.00662,120
378,1.56229,4.08333,5.64563,6.47722,2.01226,119
379,1.57559,4.08333,5.65892,6.37987,2.02064,119
380,1.59004,4.08333,5.67337,7.14429,2.00336,119
381,1.60475,4.08333,5.68808,6.63184,2.00157,121
382,1.61788,4.08333,5.70122,7.06262,2.00579,117
383,1.63162,4.08333,5.71496,6.94682,2.00336,121
384,1.6448,4.08333,5.72813,6.99066,2.73549,121
385,1.65867,4.08333,5.742,5.70528,3.2104,123
386,1.67288,4.08333,5.75622,6.16547,2.42678,124
387,1.68612,4.08333,5.76945,6.25232,2.01114,124
388,1.69941,4.08333,5.78274,6.20742,2.0031,123
389,1.71209,4.08333,5.79543,6.1697,2.32477,123
390,1.72531,4.08333,5.80865,6.1255,2.01866,123
391,1.73857,4.08333,5.8219,6.61085,2.57325,123
392,1.75201,4.08333,5.83534,7.17565,2.01523,126
393,1.76575,4.08333,5.84908,6.19213,2.73648,127
394,1.7792,4.08333,5.86253,6.22848,2.00317,129
395,1.79258,4.08333,5.87592,6.20733,2.00909,130
396,1.80616,4.08333,5.88949,6.24525,2.01914,129
397,1.81944,4.08333,5.90278,6.99837,2.00704,127
398,1.83305,4.08333,5.91638,7.06528,2.5743,127
399,1.84689,4.08333,5.93023,6.62432,2.02138,127
400,1.86093,4.08333,5.94426,6.16995,2.88976,128
401,1.87422,4.08333,5.95755,6.19232,2.00909,127
402,1.88787,4.08333,5.97121,6.11939,2.00141,126
403,1.9003,4.08333,5.98363,6.22573,2.00931,123
404,1.91392,4.08333,5.99726,7.04205,2.01517,125
405,1.92766,4.08333,6.011,7.12454,2.58246,125
406,1.94152,4.08333,6.02485,6.97379,2.00867,122
407,1.95608,4.08333,6.03942,6.51226,2.56819,113
408,1.9698,4.08333,6.05313,6.14723,2.46781,113
409,1.98317,4.08333,6.06651,6.14909,2.01334,120
410,1.99624,4.08333,6.07957,6.65722,2.01114,114
411,2.01236,4.08333,6.0957,6.45891,2.01542,107
412,2.02522,4.08333,6.10856,6.53693,2.50365,105
413,2.03953,4.08333,6.12286,6.39958,2.0063,104
414,2.05288,4.08333,6.13622,7.32934,2.00755,106
415,2.06703,4.08333,6.15036,7.82035,2.00816,108
416,2.08103,4.08333,6.16437,6.86394,2.00931,107
417,2.09506,4.08333,6.1784,6.33984,2.71581,106
418,2.10877,4.08333,6.1921,6.22275,2.00544,104
419,2.12231,4.08333,6.20564,6.54147,2.00429,99
420,2.13516,4.08333,6.21849,6.25757,2.0097,99
421,2.14916,4.08333,6.2325,6.5545,2.01626,100
422,2.16401,4.08333,6.24735,6.41094,2.01171,95
423,2.17771,4.08333,6.26104,6.88336,2.01142,95
424,2.1911,4.08333,6.27444,6.87232,2.00909,99
425,2.20491,4.08333,6.28824,6.20643,2.00566,101
426,2.21764,4.08333,6.30098,6.25168,2.01146,99
427,2.23118,4.08333,6.31451,6.2025,2.00963,104
428,2.24374,4.08333,6.32708,6.25661,2.0223,102
429,2.25733,4.08333,6.34067,6.93037,2.00915,105
430,2.27052,4.08333,6.35385,52.2664,11.509,105
431,2.35642,4.08333,6.43976,5.81702,2.01184,98
432,2.3693,4.08333,6.45263,8.54339,2.00883,97
433,2.38592,4.08333,6.46926,6.22483,2.0096,99
434,2.39902,4.08333,6.48235,5.78803,2.0136,100
435,2.41174,4.08333,6.49507,8.74205,2.0095,102
436,2.42773,4.08333,6.51107,6.19037,2.00243,105
437,2.44107,4.08333,6.52441,6.45562,2.01728,103
438,2.45524,4.08333,6.53857,6.26442,2.73885,99
439,2.46941,4.08333,6.55275,11.1784,2.00704,106
440,2.48914,4.08333,6.57247,6.20861,2.33238,104
441,2.50201,4.08333,6.58535,6.75568,2.00714,106
442,2.51565,4.08333,6.59899,6.14874,2.00512,113
443,2.52862,4.08333,6.61196,6.11654,2.00643,113
444,2.5415,4.08333,6.62483,5.71194,2.00294,114
445,2.55411,4.08333,6.63745,6.12502,2.00906,112
446,2.56685,4.08333,6.65019,6.63126,2.00806,114
447,2.58076,4.08333,6.66409,6.13357,2.00579,114
448,2.59345,4.08333,6.67678,6.0943,2.0081,120
449,2.60594,4.08333,6.68927,6.34685,2.00714,125
450,2.61879,4.08333,6.70212,5.71754,2.00448,122
451,2.63165,4.08333,6.71498,6.11162,2.00195,128
452,2.64427,4.08333,6.7276,6.38362,2.00755,125
453,2.65829,4.08333,6.74162,6.0729,2.00682,127
454,2.6724,4.08333,6.75573,6.38125,2.00909,127
455,2.6852,4.08333,6.76854,6.66061,2.43443,128
456,2.70019,4.08333,6.78353,6.09437,2.01258,127
457,2.71284,4.08333,6.79617,5.68138,2.00938,126
458,2.72636,4.08333,6.8097,6.05552,2.0081,127
459,2.73889,4.08333,6.82222,6.05645,2.00294,128
460,2.75133,4.08333,6.83466,5.67936,2.0113,128
461,2.76354,4.08333,6.84688,6.08058,2.01338,129
462,2.77598,4.08333,6.85931,6.35216,2.41626,128
463,2.78951,4.08333,6.87285,6.07542,2.0015,129
464,2.80241,4.08333,6.88574,6.08179,2.00202,131
465,2.81489,4.08333,6.89822,6.34054,2.41798,131
466,2.82793,4.08333,6.91126,6.06682,2.00496,132
467,2.84038,4.08333,6.92372,5.6784,2.0088,131
468,2.85254,4.08333,6.93588,6.0559,2.0072,129
469,2.86465,4.08333,6.94799,6.07971,2.3223,129
470,2.87741,4.08333,6.96074,6.08979,2.00557,127
471,2.88979,4.08333,6.97312,5.96749,2.0041,129
472,2.9024,4.08333,6.98573,6.06352,2.00294,129
473,2.91492,4.08333,6.99825,6.10138,2.00662,130
474,2.92724,4.08333,7.01058,6.08147,2.0033,130
475,2.9394,4.08333,7.02273,6.03046,2.0024,129
476,2.95304,4.08333,7.03637,6.33181,2.00294,129
477,2.96578,4.08333,7.04911,6.03958,2.00698,130
478,2.97835,4.08333,7.06169,6.06314,2.00038,131
479,2.99124,4.08333,7.07457,6.08483,2.00499,130
480,3.00401,4.08333,7.08735,6.32163,2.00307,130
481,3.01742,4.08333,7.10076,5.67962,2.00294,130
482,3.02999,4.08333,7.11332,6.36314,2.01053,130
483,3.043,4.08333,7.12634,6.07523,2.0072,130
484,3.05528,4.08333,7.13861,6.74931,2.00176,131
485,3.06895,4.08333,7.15228,6.07987,2.00243,131
486,3.08185,4.08333,7.16518,6.07926,2.00438,131
487,3.09413,4.08333,7.17746,6.31206,1.99731,130
488,3.10719,4.08333,7.19052,6.0624,2.00125,130
489,3.11948,4.08333,7.20281,6.35418,2.00909,130
490,3.1321,4.08333,7.21543,6.0488,2.32182,130
491,3.14481,4.08333,7.22814,5.96253,2.00208,130
492,3.15772,4.08333,7.24105,6.05552,2.00944,130
493,3.16995,4.08333,7.25329,6.24086,2.00704,130
494,3.18301,4.08333,7.26634,5.66278,2.00294,131
495,3.19535,4.08333,7.27868,6.05379,2.01549,131
496,3.20766,4.08333,7.29099,6.08582,2.01427,131
497,3.22002,4.08333,7.30335,6.25606,2.00765,129
498,3.23238,4.08333,7.31571,6.23242,2.00454,131
499,3.24576,4.08333,7.3291,6.10688,2.00499,130
500,3.25817,4.08333,7.3415,6.11808,2.0079,130
501,3.2707,4.08333,7.35403,6.08922,2.3224,131
502,3.28401,4.08333,7.36735,6.07181,2.00464,131
503,3.29647,4.08333,7.3798,6.13072,2.00832,131
504,3.30956,4.08333,7.39289,6.36394,2.00451,131
505,3.32233,4.08333,7.40566,6.09936,2.00272,131
506,3.33506,4.08333,7.41839,6.35094,2.00768,131
507,3.34774,4.08333,7.43107,6.04048,1.99971,131
508,3.35985,4.08333,7.44318,5.9601,2.00134,130
509,3.37268,4.08333,7.45601,6.05616,2.00458,130
510,3.38506,4.08333,7.4684,6.06733,2.00195,130
511,3.39726,4.08333,7.48059,6.36803,2.00064,133
512,3.40981,4.08333,7.49314,5.67936,2.00691,127
513,3.42232,4.08333,7.50565,6.20045,2.00294,125
514,3.43483,4.08333,7.51817,6.30064,2.69302,121
515,3.44826,4.08333,7.53159,5.66262,2.32006,120
516,3.4616,4.08333,7.54493,6.04506,2.01738,128
517,3.47404,4.08333,7.55737,6.08691,2.01715,133
518,3.4868,4.08333,7.57014,6.13126,2.01318,130
519,3.49928,4.08333,7.58261,5.7783,2.02275,124
520,3.5123,4.08333,7.59564,6.33875,2.02957,120
521,3.52504,4.08333,7.60837,66.197,2.03501,118
522,3.59936,4.08333,7.68269,6.15574,2.03568,120
523,3.61243,4.08333,7.69577,6.56118,2.03011,120
524,3.62546,4.08333,7.70879,5.7527,2.02864,120
525,3.63803,4.08333,7.72137,7.5825,3.13014,121
526,3.65305,4.08333,7.73639,6.86275,4.45437,121
527,3.67014,4.08333,7.75347,6.21802,2.03194,121
528,3.68393,4.08333,7.76727,6.19261,2.31018,121
529,3.69659,4.08333,7.77992,6.24221,2.03149,120
530,3.70963,4.08333,7.79296,6.20685,2.03658,118
531,3.72239,4.08333,7.80573,6.11002,2.02752,121
532,3.73485,4.08333,7.81818,6.11078,2.01949,120
533,3.74835,4.08333,7.83168,6.11994,2.02374,119
534,3.76185,4.08333,7.84519,6.12829,2.02109,119
535,3.77549,4.08333,7.85882,5.75523,2.02211,120
536,3.78888,4.08333,7.87221,6.55558,2.02544,120
537,3.80244,4.08333,7.88577,6.50573,2.02016,121
538,3.81576,4.08333,7.8991,6.10858,2.02461,121
539,3.82868,4.08333,7.91201,6.12701,2.02138,121
540,3.84141,4.08333,7.92474,5.73136,2.02243,121
541,3.85454,4.08333,7.93787,6.10829,2.02086,121
542,3.86703,4.08333,7.95036,66.2266,2.81107,118
543,3.94797,4.08333,8.0313,6.44374,2.02256,125
544,3.96132,4.08333,8.04465,6.97613,2.0153,124
545,3.97545,4.08333,8.05878,6.1936,2.01946,124
546,3.98833,4.08333,8.07166,6.13398,2.03478,120
547,4.00123,4.08333,8.08457,6.18128,2.02106,119
548,4.01616,4.08333,8.0995,6.09434,2.01549,127
549,4.02954,4.08333,8.11287,10.3693,2.02192,129
550,4.04658,4.08333,8.12991,6.21344,2.01898,130
551,4.06061,4.08333,8.14394,8.83613,2.72022,130
552,4.07835,4.08333,8.16168,5.7169,2.01731,130
553,0.0107212,4.08333,8.17739,5.69043,2.02186,131
554,0.0249672,4.08333,8.19163,6.35584,2.02336,129
555,0.0426378,4.08333,8.2093,6.12243,2.02198,132
556,0.0551624,4.08333,8.22183,6.1113,2.01958,130
557,0.0678215,4.08333,8.23449,5.6953,2.02019,130
558,0.0799942,4.08333,8.24666,6.08086,2.02947,131
559,0.092226,4.08333,8.25889,6.34614,2.02077,131
560,0.106008,4.08333,8.27267,5.69322,2.02154,131
561,0.118489,4.08333,8.28516,6.10909,2.02557,131
562,0.131063,4.08333,8.29773,6.14912,2.02477,131
563,0.143583,4.08333,8.31025,6.14186,2.01904,131
564,0.156359,4.08333,8.32303,5.71872,2.01914,131
565,0.168791,4.08333,8.33546,6.11222,2.31322,131
566,0.181635,4.08333,8.3483,6.16362,2.01997,130
567,0.194098,4.08333,8.36077,6.46032,2.01971,130
568,0.207282,4.08333,8.37395,6.15661,2.02669,130
569,0.219853,4.08333,8.38652,6.10349,2.02118,131
570,0.232198,4.08333,8.39886,6.50291,2.02138,131
571,0.245114,4.08333,8.41178,5.74403,2.02042,131
572,0.257626,4.08333,8.42429,6.42352,2.02,132
573,0.270326,4.08333,8.43699,6.10618,2.02413,132
574,0.282782,4.08333,8.44945,6.77293,2.02374,132
575,0.297256,4.08333,8.46392,6.12957,2.02384,133
576,0.309981,4.08333,8.47665,6.11619,2.01814,133
577,0.323989,4.08333,8.49066,6.35277,2.43834,132
578,0.337836,4.08333,8.5045,6.10957,2.02195,131
579,0.35031,4.08333,8.51698,6.01699,2.03158,132
580,0.363157,4.08333,8.52982,6.11027,2.3487,132
