frame,clipTime,clipDuration,elapsedTime,jfaMs,unifiedMs,selectedCameras
581,0.37574,4.08333,8.54241,6.09805,2.02208,132
582,0.387992,4.08333,8.55466,6.09859,2.03162,132
583,0.400382,4.08333,8.56705,6.09104,2.01814,133
584,0.412694,4.08333,8.57936,6.40342,2.01875,135
585,0.425342,4.08333,8.59201,6.09168,2.01962,135
586,0.438172,4.08333,8.60484,5.72784,2.01747,134
587,0.450916,4.08333,8.61758,6.08672,2.01962,125
588,0.463288,4.08333,8.62996,6.3768,2.44102,124
589,0.47638,4.08333,8.64305,6.39264,2.03162,133
590,0.48905,4.08333,8.65572,5.68861,2.01725,133
591,0.501406,4.08333,8.66807,6.24346,2.02963,133
592,0.513876,4.08333,8.68054,6.09158,2.02314,131
593,0.526322,4.08333,8.69299,6.11667,2.02176,130
594,0.539287,4.08333,8.70595,6.6727,2.02016,130
595,0.552371,4.08333,8.71904,6.09094,2.0199,128
596,0.564692,4.08333,8.73136,6.09139,2.01568,129
597,0.57688,4.08333,8.74355,5.71395,2.02742,129
598,0.589739,4.08333,8.75641,6.26912,2.02976,127
599,0.60268,4.08333,8.76935,6.10915,2.01933,131
600,0.614992,4.08333,8.78166,6.12563,2.02102,131
601,0.627522,4.08333,8.79419,5.7017,2.01907,130
602,0.639986,4.08333,8.80665,6.09184,2.02051,131
603,0.652635,4.08333,8.8193,86.9655,9.29709,131
604,0.754113,4.08333,8.92078,7.85923,3.24451,127
605,0.770082,4.08333,8.93675,6.82493,2.0201,125
606,0.784025,4.08333,8.95069,6.15341,2.02144,125
607,0.796708,4.08333,8.96338,6.14003,2.03021,125
608,0.810102,4.08333,8.97677,6.11146,3.95373,126
609,0.824396,4.08333,8.99106,6.23926,2.02138,125
610,0.838119,4.08333,9.00479,6.20186,2.02752,126
611,0.851734,4.08333,9.0184,8.35869,2.03606,125
612,0.868659,4.08333,9.03533,7.07933,2.54147,125
613,0.886472,4.08333,9.05314,6.1456,2.01891,126
614,0.900282,4.08333,9.06695,6.11024,2.02234,124
615,0.91323,4.08333,9.0799,6.13578,2.02038,124
616,0.926697,4.08333,9.09336,6.42691,2.0161,127
617,0.940023,4.08333,9.10669,6.1168,2.01962,127
618,0.952596,4.08333,9.11926,5.75581,2.30886,128
619,0.966918,4.08333,9.13358,6.11824,2.02522,128
620,0.979592,4.08333,9.14626,6.28784,2.02262,128
621,0.993274,4.08333,9.15994,6.12253,2.01728,131
622,1.00689,4.08333,9.17356,6.3048,2.01341,129
623,1.01973,4.08333,9.1864,5.74182,2.01917,130
624,1.03281,4.08333,9.19947,6.41971,2.45171,130
625,1.04689,4.08333,9.21356,5.7495,2.02525,130
626,1.06001,4.08333,9.22667,6.12634,2.02387,131
627,1.07319,4.08333,9.23986,6.13366,2.02157,130
628,1.08569,4.08333,9.25236,6.01674,2.01805,129
629,1.09963,4.08333,9.26629,6.12739,2.02502,128
630,1.11203,4.08333,9.2787,61.8294,9.07552,131
631,1.18793,4.08333,9.3546,6.30909,2.02582,126
632,1.20088,4.08333,9.36755,7.02832,2.67149,125
633,1.2164,4.08333,9.38306,6.15078,2.0177,124
634,1.22887,4.08333,9.39554,5.732,2.02608,122
635,1.24166,4.08333,9.40833,7.30643,3.11728,122
636,1.25646,4.08333,9.42312,7.49754,3.83725,123
637,1.27413,4.08333,9.4408,6.14666,2.02259,123
638,1.28718,4.08333,9.45385,6.44662,2.02301,120
639,1.30147,4.08333,9.46814,6.1504,2.02099,119
640,1.31462,4.08333,9.48129,6.40486,2.02541,120
641,1.32737,4.08333,9.49403,6.11024,2.02275,121
642,1.33986,4.08333,9.50653,5.7272,2.02576,122
643,1.35222,4.08333,9.51889,6.13187,2.02957,117
644,1.36457,4.08333,9.53123,6.44106,2.0224,120
645,1.37742,4.08333,9.54409,6.42381,2.03318,117
646,1.39028,4.08333,9.55695,6.13107,2.02752,117
647,1.40267,4.08333,9.56934,50.686,9.63002,116
648,1.47702,4.08333,9.64369,6.18317,2.02902,114
649,1.48974,4.08333,9.6564,7.17395,2.47213,116
650,1.50407,4.08333,9.67074,6.19258,2.33882,116
651,1.51692,4.08333,9.68359,5.77622,2.02726,116
652,1.52978,4.08333,9.69644,9.20214,2.02342,116
653,1.54617,4.08333,9.71284,8.68528,2.02307,115
654,1.56372,4.08333,9.73038,6.232,2.02035,119
655,1.57629,4.08333,9.74296,6.48528,2.02317,119
656,1.58919,4.08333,9.75586,6.21446,2.34074,120
657,1.60195,4.08333,9.76861,6.1535,2.31632,118
658,1.61465,4.08333,9.78132,6.18701,2.02547,116
659,1.62712,4.08333,9.79378,5.7735,2.0185,121
660,1.6397,4.08333,9.80637,6.46266,2.01562,121
661,1.65231,4.08333,9.81898,6.16237,2.01414,122
662,1.6647,4.08333,9.83137,6.14915,2.02419,125
663,1.6773,4.08333,9.84397,6.12931,2.0273,124
664,1.68998,4.08333,9.85665,6.11546,2.01939,123
665,1.7025,4.08333,9.86917,6.11526,2.33062,124
666,1.71533,4.08333,9.882,6.04848,2.02026,123
667,1.7282,4.08333,9.89486,6.12986,2.0152,124
668,1.74049,4.08333,9.90716,6.1385,2.02138,125
669,1.75269,4.08333,9.91936,6.41181,2.02138,125
670,1.76518,4.08333,9.93185,6.31862,2.02682,127
671,1.77932,4.08333,9.94599,6.40896,2.46787,129
672,1.79275,4.08333,9.95942,6.61827,2.0217,130
673,1.80683,4.08333,9.9735,6.1359,2.35603,128
674,1.81963,4.08333,9.9863,6.11286,2.02467,127
675,1.83289,4.08333,9.99956,6.47046,2.48461,127
676,1.84728,4.08333,10.0139,6.17402,2.02342,127
677,1.85969,4.08333,10.0264,6.71382,2.02138,128
678,1.87362,4.08333,10.0403,6.1425,2.34224,127
679,1.88629,4.08333,10.053,5.7241,2.02704,127
680,1.8989,4.08333,10.0656,6.14973,2.02566,123
681,1.91133,4.08333,10.078,6.1272,2.0281,123
682,1.92446,4.08333,10.0911,6.11158,2.01936,125
683,1.93692,4.08333,10.1036,6.1753,2.02547,124
684,1.95069,4.08333,10.1174,6.13462,2.02669,114
685,1.963,4.08333,10.1297,6.14877,2.03126,114
686,1.97575,4.08333,10.1424,5.7633,2.02429,114
687,1.98946,4.08333,10.1561,7.16042,2.0311,117
688,2.00323,4.08333,10.1699,6.70317,2.29453,110
689,2.01768,4.08333,10.1844,6.84845,2.02342,106
690,2.03173,4.08333,10.1984,6.39965,2.43981,106
691,2.0459,4.08333,10.2126,6.41968,2.03408,105
692,2.06162,4.08333,10.2283,6.40973,2.02685,108
693,2.07523,4.08333,10.2419,6.05946,2.62096,107
694,2.09103,4.08333,10.2577,5.7519,2.02154,107
695,2.10442,4.08333,10.2711,6.45875,2.02202,104
696,2.11736,4.08333,10.284,6.2127,2.02211,99
697,2.13003,4.08333,10.2967,6.08746,2.0264,99
698,2.14303,4.08333,10.3097,6.16698,2.02832,101
699,2.15552,4.08333,10.3222,6.44746,2.0327,99
700,2.16853,4.08333,10.3352,6.19155,2.02429,95
701,2.18179,4.08333,10.3485,6.71482,2.02883,98
702,2.19513,4.08333,10.3618,6.84653,2.02867,100
703,2.20918,4.08333,10.3758,6.75261,2.03075,100
704,2.22248,4.08333,10.3891,6.20035,2.02563,100
705,2.23648,4.08333,10.4031,6.21005,2.03469,104
706,2.24962,4.08333,10.4163,6.80173,2.02752,104
707,2.26297,4.08333,10.4296,6.47878,2.75395,105
708,2.27789,4.08333,10.4446,6.92243,2.02342,105
709,2.29252,4.08333,10.4592,6.50006,2.46685,102
710,2.3068,4.08333,10.4735,5.77315,2.02752,101
711,2.32081,4.08333,10.4875,6.54691,2.0257,102
712,2.33479,4.08333,10.5015,6.76918,2.82749,100
713,2.35035,4.08333,10.517,6.4903,2.03437,98
714,2.36468,4.08333,10.5313,6.82851,2.03501,98
715,2.37761,4.08333,10.5443,6.29878,2.02726,98
716,2.39036,4.08333,10.557,6.58086,2.02522,100
717,2.40375,4.08333,10.5704,6.30698,2.02982,100
718,2.41615,4.08333,10.5828,5.79661,2.02221,102
719,2.42918,4.08333,10.5958,6.24515,2.02086,105
720,2.44205,4.08333,10.6087,6.1817,2.02547,103
721,2.45471,4.08333,10.6214,5.81072,2.02816,102
722,2.46803,4.08333,10.6347,6.15597,2.02451,105
723,2.48049,4.08333,10.6472,6.44154,2.01907,105
724,2.49363,4.08333,10.6603,5.82486,2.03171,107
725,2.50643,4.08333,10.6731,6.39699,2.02205,106
726,2.51963,4.08333,10.6863,6.1607,2.02336,113
727,2.53193,4.08333,10.6986,6.5777,2.03139,114
728,2.54523,4.08333,10.7119,6.18045,2.0215,112
729,2.55838,4.08333,10.7251,6.21043,2.0175,110
730,2.57085,4.08333,10.7375,6.18771,2.03203,113
731,2.58346,4.08333,10.7501,6.17885,2.01936,112
732,2.59607,4.08333,10.7627,6.14966,2.02176,123
733,2.60889,4.08333,10.7756,6.17792,2.02058,124
734,2.62156,4.08333,10.7882,6.07411,2.01885,123
735,2.63451,4.08333,10.8012,6.13002,2.01728,123
736,2.64682,4.08333,10.8135,6.15773,2.02138,125
737,2.6593,4.08333,10.826,6.13805,2.07827,127
738,2.67274,4.08333,10.8394,6.14499,2.02931,127
739,2.68513,4.08333,10.8518,6.10534,2.02106,128
740,2.69773,4.08333,10.8644,6.15043,2.01843,128
741,2.71042,4.08333,10.8771,5.70419,2.03248,126
742,2.72305,4.08333,10.8897,6.37978,2.44349,127
743,2.73652,4.08333,10.9032,6.1576,2.02074,128
744,2.74913,4.08333,10.9158,5.70294,2.03357,128
745,2.7617,4.08333,10.9284,6.11437,2.52573,129
746,2.77477,4.08333,10.9414,6.13251,2.02342,128
747,2.78718,4.08333,10.9538,7.7441,4.81546,129
748,2.80585,4.08333,10.9725,6.21466,2.01824,131
749,2.81908,4.08333,10.9858,6.18362,2.01974,131
750,2.83228,4.08333,10.999,7.7201,2.02182,132
751,2.84875,4.08333,11.0154,5.70733,2.01798,129
752,2.8618,4.08333,11.0285,6.20938,2.02291,128
753,2.87477,4.08333,11.0414,6.4695,2.02547,128
754,2.88766,4.08333,11.0543,5.72698,2.02054,129
755,2.90027,4.08333,11.0669,6.11734,2.31594,129
756,2.91342,4.08333,11.0801,6.12074,2.02086,130
757,2.92569,4.08333,11.0924,5.72394,2.01933,130
758,2.93836,4.08333,11.105,6.40621,2.02275,129
759,2.95084,4.08333,11.1175,6.10038,2.02003,129
760,2.96306,4.08333,11.1297,6.11648,2.02154,131
761,2.97541,4.08333,11.1421,5.98128,2.0169,131
762,2.99082,4.08333,11.1575,6.19238,2.01888,130
763,3.00336,4.08333,11.17,6.16058,2.01606,130
764,3.01675,4.08333,11.1834,6.4399,2.01933,130
765,3.0321,4.08333,11.1988,5.71536,2.02138,130
766,3.04789,4.08333,11.2146,5.73955,2.06624,131
767,3.06215,4.08333,11.2288,6.39629,2.02371,131
768,3.0755,4.08333,11.2422,5.71978,2.02755,132
769,3.0878,4.08333,11.2545,6.11078,2.02547,131
770,3.10072,4.08333,11.2674,6.12285,2.0273,130
771,3.11326,4.08333,11.2799,6.14938,2.01741,130
772,3.12597,4.08333,11.2926,5.74003,2.02752,130
773,3.13885,4.08333,11.3055,6.62938,2.03494,130
774,3.15177,4.08333,11.3184,6.12819,2.34774,130
775,3.16448,4.08333,11.3311,5.72614,2.01923,130
776,3.17694,4.08333,11.3436,6.11206,2.028,131
777,3.18927,4.08333,11.3559,6.14912,2.02419,131
778,3.20192,4.08333,11.3686,6.43363,2.02554,131
779,3.21459,4.08333,11.3813,6.00643,2.02547,130
780,3.22736,4.08333,11.394,6.1183,2.02374,131
781,3.2398,4.08333,11.4065,6.1265,2.02218,130
782,3.25357,4.08333,11.4202,6.50192,2.50192,130
783,3.27186,4.08333,11.4385,8.40704,2.02483,131
784,3.28958,4.08333,11.4562,6.57418,2.02186,131
785,3.30229,4.08333,11.469,6.19216,2.02077,131
786,3.31486,4.08333,11.4815,6.50189,2.01933,131
787,3.32841,4.08333,11.4951,6.39411,2.43373,131
788,3.34146,4.08333,11.5081,5.71466,2.02547,131
789,3.35406,4.08333,11.5207,6.1136,2.02496,131
790,3.36764,4.08333,11.5343,6.11574,2.02035,130
791,3.38143,4.08333,11.5481,6.08963,2.02058,130
792,3.39517,4.08333,11.5618,6.07219,2.0176,133
793,3.40895,4.08333,11.5756,5.96534,2.29056,128
794,3.4234,4.08333,11.5901,6.68998,2.02138,125
795,3.43641,4.08333,11.6031,5.70358,2.02234,120
796,3.44975,4.08333,11.6164,6.12442,2.02752,125
797,3.46251,4.08333,11.6292,6.4287,2.02413,128
798,3.47538,4.08333,11.642,5.72026,2.01898,133
799,3.48811,4.08333,11.6548,6.11242,2.0201,129
800,3.50119,4.08333,11.6679,6.30509,2.01757,124
801,3.51439,4.08333,11.6811,6.28419,2.0161,120
802,3.52783,4.08333,11.6945,6.12301,2.02499,117
803,3.54031,4.08333,11.707,6.28659,2.01136,116
804,3.55329,4.08333,11.72,6.10282,2.02211,115
805,3.56653,4.08333,11.7332,8.67597,2.43142,118
806,3.5841,4.08333,11.7508,6.6679,2.01731,119
807,3.59762,4.08333,11.7643,6.33984,2.01917,120
808,3.61129,4.08333,11.778,6.11658,2.02218,120
809,3.62396,4.08333,11.7906,6.36038,2.02138,120
810,3.63851,4.08333,11.8052,6.11606,2.02227,121
811,3.6514,4.08333,11.8181,6.11837,2.34784,121
812,3.66472,4.08333,11.8314,6.13293,2.01594,121
813,3.67745,4.08333,11.8441,6.13875,2.02077,122
814,3.69007,4.08333,11.8567,6.14998,2.02211,120
815,3.70385,4.08333,11.8705,6.32045,2.03027,119
816,3.71689,4.08333,11.8836,6.09222,2.01741,120
817,3.72915,4.08333,11.8958,6.11485,2.02342,120
818,3.74207,4.08333,11.9087,6.12634,2.01766,120
819,3.75472,4.08333,11.9214,6.12714,2.30282,119
820,3.76734,4.08333,11.934,6.33837,2.02131,119
821,3.78005,4.08333,11.9467,5.74272,2.02304,120
822,3.79253,4.08333,11.9592,6.19155,2.0256,120
823,3.80492,4.08333,11.9716,6.25642,2.02653,121
824,3.8176,4.08333,11.9843,5.9528,2.02138,121
825,3.83161,4.08333,11.9983,6.50438,2.02064,121
826,3.84449,4.08333,12.0112,6.45722,2.02342,121
827,3.85739,4.08333,12.0241,5.71485,2.01894,119
828,3.87003,4.08333,12.0367,6.07712,2.02358,118
829,3.8825,4.08333,12.0492,6.13581,2.02285,119
830,3.89534,4.08333,12.062,5.72675,2.02752,119
831,3.90819,4.08333,12.0749,6.15773,2.01974,120
832,3.9205,4.08333,12.0872,6.14058,2.02003,120
833,3.93273,4.08333,12.0994,6.17338,2.02019,120
834,3.94541,4.08333,12.1121,6.10605,2.02531,125
835,3.95833,4.08333,12.125,6.104,2.01523,122
836,3.97128,4.08333,12.1379,6.1289,2.01763,129
837,3.98407,4.08333,12.1507,6.05894,2.01942,122
838,3.99687,4.08333,12.1635,6.13645,2.02115,121
839,4.00945,4.08333,12.1761,6.08637,2.02106,123
840,4.02185,4.08333,12.1885,6.0863,2.3377,131
841,4.03453,4.08333,12.2012,6.35398,2.02061,128
842,4.04803,4.08333,12.2147,6.46269,2.02486,130
843,4.06074,4.08333,12.2274,6.30064,2.02138,130
844,4.07342,4.08333,12.2401,5.70179,2.01811,130
845,0.00251722,4.08333,12.2525,6.1031,2.02205,131
846,0.014935,4.08333,12.2649,6.09952,2.0239,130
847,0.0274053,4.08333,12.2774,6.09325,2.02355,129
848,0.040112,4.08333,12.2901,5.69766,2.02099,131
849,0.0529628,4.08333,12.303,6.45712,2.02394,130
850,0.0658631,4.08333,12.3159,6.12528,2.35142,130
851,0.0784631,4.08333,12.3285,6.07866,2.02819,131
852,0.0912938,4.08333,12.3413,6.10477,2.0209,131
853,0.103515,4.08333,12.3535,6.10682,2.02179,131
854,0.115717,4.08333,12.3657,6.10899,2.53437,131
855,0.129056,4.08333,12.3791,6.87066,2.93651,131
856,0.144102,4.08333,12.3941,6.22426,2.48896,131
857,0.157128,4.08333,12.4071,6.27696,2.01994,131
858,0.170661,4.08333,12.4207,6.56454,2.59206,131
859,0.184108,4.08333,12.4341,5.71632,4.73898,130
860,0.204872,4.08333,12.4549,8.36157,2.73264,131
861,0.222119,4.08333,12.4721,6.74707,2.02122,131
862,0.235836,4.08333,12.4858,8.53546,2.34845,131
863,0.252998,4.08333,12.503,6.2096,2.02406,132
864,0.266145,4.08333,12.5161,7.0368,2.02854,132
865,0.279719,4.08333,12.5297,6.61888,2.42765,132
866,0.293515,4.08333,12.5435,6.25734,2.02038,134
867,0.307699,4.08333,12.5577,6.26938,2.02038,133
868,0.321091,4.08333,12.5711,6.73158,2.01955,132
869,0.335129,4.08333,12.5851,7.00246,2.58928,131
870,0.349082,4.08333,12.5991,7.07258,2.03366,131
871,0.362526,4.08333,12.6125,7.01152,2.02362,132
872,0.376514,4.08333,12.6265,6.51395,2.47773,132
873,0.390912,4.08333,12.6409,6.2447,2.01936,133
874,0.403732,4.08333,12.6537,7.33053,2.02342,133
875,0.417684,4.08333,12.6677,6.60147,2.03261,135
876,0.430958,4.08333,12.681,6.93456,2.02291,135
877,0.44557,4.08333,12.6956,6.60442,2.43491,129
878,0.459182,4.08333,12.7092,6.55942,2.56154,124
879,0.473222,4.08333,12.7232,6.49459,2.5201,133
880,0.487158,4.08333,12.7372,6.18973,2.02298,133
881,0.500559,4.08333,12.7506,6.36685,2.34144,133
882,0.515015,4.08333,12.765,6.74112,2.35165,131
883,0.530362,4.08333,12.7804,6.43626,2.43712,130
884,0.543501,4.08333,12.7935,5.72102,2.02502,129
885,0.557194,4.08333,12.8072,6.4976,2.4969,127
886,0.571119,4.08333,12.8211,6.3743,2.35677,130
887,0.585586,4.08333,12.8356,6.21616,2.01878,129
888,0.598261,4.08333,12.8483,6.16694,2.01882,130
889,0.611032,4.08333,12.861,6.16416,2.02118,131
890,0.623723,4.08333,12.8737,6.08432,2.02314,130
891,0.636328,4.08333,12.8863,6.2431,2.01795,130
892,0.648718,4.08333,12.8987,5.73462,2.01706,131
893,0.66115,4.08333,12.9112,6.10211,2.01971,131
894,0.673295,4.08333,12.9233,6.14544,2.02214,130
895,0.685542,4.08333,12.9355,6.11645,2.02042,130
896,0.698617,4.08333,12.9486,6.02861,2.01859,128
897,0.711854,4.08333,12.9619,6.13693,2.01728,128
898,0.72439,4.08333,12.9744,6.11923,2.0224,127
899,0.736907,4.08333,12.9869,6.31613,2.01949,126
900,0.75023,4.08333,13.0002,6.13907,2.01629,128
901,0.76264,4.08333,13.0126,6.14182,2.01318,124
902,0.775627,4.08333,13.0256,6.21699,2.01968,124
903,0.788648,4.08333,13.0386,6.17523,2.01933,126
904,0.801121,4.08333,13.0511,6.16013,2.0231,126
905,0.814482,4.08333,13.0645,5.73632,2.02374,125
906,0.82781,4.08333,13.0778,6.17552,2.03642,125
907,0.840414,4.08333,13.0904,6.1825,2.02995,126
908,0.852879,4.08333,13.1029,6.31133,2.02352,125
909,0.865936,4.08333,13.1159,6.11677,2.01603,125
910,0.878508,4.08333,13.1285,6.10512,2.02122,124
911,0.891046,4.08333,13.141,6.39459,2.43869,126
912,0.904151,4.08333,13.1542,5.70109,2.01952,124
913,0.916777,4.08333,13.1668,6.39133,2.01533,125
914,0.929441,4.08333,13.1794,6.11562,2.02752,127
915,0.941669,4.08333,13.1917,6.77987,2.01546,127
916,0.955903,4.08333,13.2059,6.2151,2.01978,128
917,0.968543,4.08333,13.2185,6.44202,2.3521,128
918,0.981552,4.08333,13.2316,5.70806,2.01738,128
919,0.994046,4.08333,13.244,6.09808,2.01062,131
920,1.00672,4.08333,13.2567,6.11827,2.01066,129
921,1.0194,4.08333,13.2694,6.28269,2.01658,130
922,1.03333,4.08333,13.2833,6.13475,2.01686,130
923,1.04607,4.08333,13.2961,6.40755,2.01696,130
924,1.05869,4.08333,13.3087,6.04422,2.01395,132
925,1.073,4.08333,13.323,6.41725,2.43917,130
926,1.08688,4.08333,13.3369,6.15459,2.01741,129
927,1.10003,4.08333,13.35,6.14797,2.02138,128
928,1.11284,4.08333,13.3628,6.40128,2.02326,130
929,1.1253,4.08333,13.3753,5.98576,2.01571,131
930,1.13794,4.08333,13.3879,6.08938,2.01552,132
931,1.15034,4.08333,13.4003,6.10752,2.63958,135
932,1.16344,4.08333,13.4134,6.9007,2.01933,134
933,1.17832,4.08333,13.4283,6.18477,2.3479,126
934,1.19096,4.08333,13.441,6.88899,2.02544,126
935,1.20487,4.08333,13.4549,6.12611,2.01728,125
936,1.21736,4.08333,13.4674,6.12554,2.02493,124
937,1.22998,4.08333,13.48,6.64502,2.02285,122
938,1.24447,4.08333,13.4945,6.10781,2.01552,121
939,1.25665,4.08333,13.5067,6.80179,2.01158,123
940,1.26981,4.08333,13.5198,5.72877,2.01686,125
941,1.28263,4.08333,13.5326,6.12006,2.01795,122
942,1.29482,4.08333,13.5448,6.15571,2.01933,119
943,1.30736,4.08333,13.5574,6.15466,2.02202,117
944,1.32026,4.08333,13.5703,6.14093,2.01853,122
945,1.3328,4.08333,13.5828,6.1193,2.02006,121
946,1.34555,4.08333,13.5956,6.1431,2.02573,117
947,1.35814,4.08333,13.6081,6.04845,2.02362,120
948,1.37094,4.08333,13.6209,6.3824,2.0191,120
949,1.38364,4.08333,13.6336,6.14042,2.02448,118
950,1.39616,4.08333,13.6462,6.68291,2.02403,118
951,1.4093,4.08333,13.6593,6.11987,2.02867,114
952,1.42289,4.08333,13.6729,6.1432,2.01494,114
953,1.43541,4.08333,13.6854,6.01939,2.02342,114
954,1.44853,4.08333,13.6985,6.16925,2.01754,114
955,1.46092,4.08333,13.7109,6.14749,2.02602,114
956,1.47398,4.08333,13.724,6.30698,2.01619,113
957,1.48705,4.08333,13.737,6.17891,2.01843,116
958,1.49974,4.08333,13.7497,6.1681,2.02035,116
959,1.5122,4.08333,13.7622,6.13523,2.01805,116
960,1.52448,4.08333,13.7745,5.78192,2.34925,116
961,1.53715,4.08333,13.7871,6.4335,2.03094,116
962,1.55002,4.08333,13.8,6.1023,2.02778,120
963,1.56239,4.08333,13.8124,6.55251,2.01526,119
964,1.57609,4.08333,13.8261,6.13821,2.02003,119
965,1.58851,4.08333,13.8385,6.17187,2.02096,120
966,1.60102,4.08333,13.851,6.15379,2.01824,118
967,1.61346,4.08333,13.8635,5.75632,2.02662,116
968,1.62629,4.08333,13.8763,6.14227,2.324,121
969,1.63909,4.08333,13.8891,6.31386,2.01568,121
970,1.65153,4.08333,13.9015,5.76227,2.0199,122
971,1.6641,4.08333,13.9141,6.09053,2.01958,123
972,1.67639,4.08333,13.9264,6.43757,2.01648,124
973,1.68901,4.08333,13.939,6.30368,2.02,123
974,1.70156,4.08333,13.9516,5.73344,2.01728,123
975,1.71531,4.08333,13.9653,6.12317,2.02234,123
976,1.72855,4.08333,13.9786,6.132,2.01318,124
977,1.74175,4.08333,13.9917,6.44422,2.34531,125
978,1.75517,4.08333,14.0052,6.16909,2.01613,125
979,1.76788,4.08333,14.0179,6.13856,2.01322,127
980,1.78077,4.08333,14.0308,6.13802,2.01974,129
981,1.79342,4.08333,14.0434,6.15014,2.34304,130
982,1.80636,4.08333,14.0564,6.13536,2.0217,129
983,1.81969,4.08333,14.0697,6.12659,2.01984,127
984,1.8343,4.08333,14.0843,6.15866,2.02838,126
985,1.84878,4.08333,14.0988,6.19914,2.02262,127
986,1.86161,4.08333,14.1116,6.2072,2.02294,128
987,1.8748,4.08333,14.1248,6.15558,2.02061,127
988,1.88752,4.08333,14.1375,6.25562,2.02058,126
989,1.9004,4.08333,14.1504,6.11587,2.02262,123
990,1.91371,4.08333,14.1637,6.12294,2.02566,125
991,1.9267,4.08333,14.1767,6.1081,2.0176,125
992,1.93926,4.08333,14.1893,5.75734,2.01981,123
993,1.95264,4.08333,14.2026,6.39878,2.02448,114
994,1.97185,4.08333,14.2218,5.74285,2.02816,113
995,1.99047,4.08333,14.2405,5.74243,2.02221,117
996,2.00373,4.08333,14.2537,6.39952,2.44163,110
997,2.01694,4.08333,14.2669,6.07434,2.03008,106
998,2.03058,4.08333,14.2806,6.10157,2.01731,106
999,2.04358,4.08333,14.2936,6.42957,2.01862,105
1000,2.05615,4.08333,14.3062,6.84717,2.48061,106
1001,2.07106,4.08333,14.3211,6.21632,2.02269,108
1002,2.0836,4.08333,14.3336,5.75597,2.024,108
1003,2.09682,4.08333,14.3468,6.124,2.01728,106
1004,2.1092,4.08333,14.3592,6.14406,2.01907,103
1005,2.12211,4.08333,14.3721,6.44227,2.02928,99
1006,2.13502,4.08333,14.385,6.42112,2.03402,99
1007,2.14764,4.08333,14.3976,6.16621,2.03437,101
1008,2.16004,4.08333,14.41,6.16867,2.03555,99
1009,2.17257,4.08333,14.4226,6.14602,2.02477,95
1010,2.1852,4.08333,14.4352,6.17501,2.33789,94
1011,2.19808,4.08333,14.4481,6.46694,2.01789,100
1012,2.21108,4.08333,14.4611,6.54512,2.02422,99
1013,2.22455,4.08333,14.4745,6.15686,2.32179,100
1014,2.23745,4.08333,14.4875,7.33885,2.53597,104
1015,2.25473,4.08333,14.5047,5.77754,2.01997,105
1016,2.26774,4.08333,14.5177,8.70381,3.01376,105
1017,2.28532,4.08333,14.5353,10.1228,3.55494,102
1018,2.30381,4.08333,14.5538,6.2328,2.35386,102
1019,2.31754,4.08333,14.5675,6.27299,2.02211,102
1020,2.32986,4.08333,14.5799,6.49107,2.02138,101
1021,2.34265,4.08333,14.5927,5.77626,2.02598,99
1022,2.35549,4.08333,14.6055,6.51226,2.02352,98
1023,2.36837,4.08333,14.6184,6.4864,2.03066,97
1024,2.38108,4.08333,14.6311,5.78768,2.02854,98
1025,2.39337,4.08333,14.6434,6.24867,2.02758,100
1026,2.40569,4.08333,14.6557,6.20541,2.03411,100
1027,2.41866,4.08333,14.6687,5.78058,2.02934,102
1028,2.43186,4.08333,14.6819,6.18525,2.03005,104
1029,2.4443,4.08333,14.6943,6.41843,2.02154,103
1030,2.45704,4.08333,14.707,5.78006,2.3376,101
1031,2.46977,4.08333,14.7198,6.17562,2.01786,106
1032,2.48201,4.08333,14.732,6.16086,2.02346,104
1033,2.49462,4.08333,14.7446,6.18906,2.01523,107
1034,2.50725,4.08333,14.7572,5.768,2.03981,106
1035,2.51978,4.08333,14.7698,6.1471,2.0183,113
1036,2.53219,4.08333,14.7822,6.17587,2.01594,114
1037,2.54461,4.08333,14.7946,6.20141,2.01642,114
1038,2.55727,4.08333,14.8073,6.05405,2.0167,112
1039,2.5708,4.08333,14.8208,6.16291,2.01869,113
1040,2.58317,4.08333,14.8332,6.16237,2.01658,112
1041,2.59546,4.08333,14.8455,6.40454,2.02067,123
1042,2.60985,4.08333,14.8598,6.47206,2.80458,123
1043,2.62371,4.08333,14.8737,5.71347,2.01734,127
1044,2.63645,4.08333,14.8865,6.22515,2.02768,123
1045,2.64913,4.08333,14.8991,6.20029,2.01523,125
1046,2.66143,4.08333,14.9114,6.13302,2.01766,127
1047,2.67376,4.08333,14.9238,5.73533,2.01808,127
1048,2.68671,4.08333,14.9367,6.1832,2.02138,129
1049,2.69945,4.08333,14.9494,6.14272,2.01786,127
1050,2.71223,4.08333,14.9622,5.72714,2.0199,126
1051,2.72473,4.08333,14.9747,6.09075,2.01914,127
1052,2.73742,4.08333,14.9874,6.38416,2.75542,128
1053,2.75112,4.08333,15.0011,6.10192,2.01523,128
1054,2.76467,4.08333,15.0147,6.11248,2.01674,129
1055,2.77691,4.08333,15.0269,6.39808,2.0193,128
1056,2.7899,4.08333,15.0399,5.74381,2.01235,129
1057,2.80243,4.08333,15.0524,6.42976,2.02342,131
1058,2.81533,4.08333,15.0653,6.17034,2.34509,131
1059,2.82837,4.08333,15.0784,5.71866,2.01376,132
1060,2.84079,4.08333,15.0908,6.09798,2.01536,130
